CustCD,DeveCD,W/H_CD,ASSY_Gr,Rev,Place,No,SubNo,Rank,WorkClass,Wi_No,Wi_Type,Wi_Size,Wi_Col,Wi_Len,Wi_Add,J_??,Wi_Gr,Cir_S,Cir_L,Ter_L,W_L,ConnName_L,ConnNo_L,T_Conn_L,Tub_L,Ins_L,M_L,SAM_Hand_S_L,P_L,B_L,ConnID_L,FILLER_2,Cir_R,Ter_R,W_R,ConnName_R,ConnNo_R,T_Conn_R,Tub_R,Ins_R,M_R,SAM_Hand_S_R,P_R,B_R,ConnID_R,FILLER_3,ApplCD,FileName
D,D,D,D,D,1010,0000,0DLU,A39A,H.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACFGKLUVXbfghijklmnopqrstuvwxyz123,
D,D,D,D,D,1010,0001,0007,0007,,1A9,IVSS,2.0F, W/B,1435,,0003,,O10,$ZJ,LA306JS-R2, 3,LA306JS-R2,622,,,1,,,,,56600150,,#ET,LA106JM-R2,,LA106JM-R2,625,1,,1,,,,,5660014F,,                     V X       f hi   mnopq stuv,50A020E250A020E3  1  1
D,D,D,D,D,1010,0002,0007,0007,,1A9,IVSS,2.0F, W/B,1435,,0002,,O10,#ET,LA206J-R2, 1,LA206J-R2,625,1,,1,,,,,56600158,,$ZJ,LA306JS-R2, 2,LA306JS-R2,622,,,1,,,,,5660014D,,                                g  j       r    w,50A023B950A020D0  1  1
D,D,D,D,D,1010,0003,0007,0007,,1A9,IVSS,2.0F, W/B,1435,,0004,,,#ET,LA106JM-R2,,LA106JM-R2,625,1,,1,,,,,56600194,,$ZJ,LA306JS-R2, 7,LA306JS-R2,622,,,1,,,,,566001A3,,                                    kl,50A02D9650A02DC3  1  1
D,D,D,D,D,1010,0004,0009,0009,,598,CIVUS,0.35,GR/,222,,0006,,O09,YLU,NANSSF55-9,,ETHERNET-34F-GR,11,1,,1,,,,,50700078,,%SY,PS-126-2,,,,,,0,,,,,,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0155750A02E01 23  1
D,D,D,D,D,1010,0005,0009,0009,,697,ISHEK,0.3F,  /,1422,,0006,  6,O09,#TB,SSGM,,YSK-TP-18M,542,1,,1,,,,,50700072,,YLU,PS-126-2,,,,,,0,,,,,,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00E9F         17
D,D,D,D,D,1010,0006,0009,0009,,5H8,CIVUS,0.5,GR/,283,,0005,,O09,ZQU,NANSSF55-2,,LK-ANSSA6F-B,2,,,1,,,,,56600197,,%SW,PS-126-2,,,,,,0,,,,,,,A C  FG   KL        U                            xyz12,50A0151850A02E06 24  1
D,D,D,D,D,1010,0007,0009,0009,,5H9,CIVUS,0.35,GR/,327,,0008,,O09,LUK,NANSSF55-9,,ANSS-A-12FE,3,,,1,,,,,56600108,,%SX,PS-126-2,,,,,,0,,,,,,,A C  FG   KL        U                            xyz12,50A0151C50A02E07 19  1
D,D,D,D,D,1010,0008,0009,0009,,595,CIVUS,0.35,GR/,163,,0012,,O09,GH4,NANSSF55-9,,LK-ANSSA6F-B,2,,,1,,,,,56600197,,%SV,PS-126-2,,,,,,0,,,,,,,A C  FG   KL        U                            xyz12,50A02D5150A02E08  4  1
D,D,D,D,D,1010,0009,0018,0018,,683,HSHEQ,0.5F,  /,1551,, 729,  2,O05,MVC,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,+6Z,,,,,,,0,,,,,,,     FG             U             ij          uvw   12,50A0281450A0298B 50  1
D,D,D,D,D,1010,0010,0007,0007,,361,IVSS,2.0F, W/B,623,,0002,,O10,$Z9,TSN-M20,,TSN-12M,541,,,1,,,,,50700073,,$ZJ,LA306JS-R2, 2,LA306JS-R2,622,,,1,,,,,5660014D,,                                g  j       r    w,50A0324E50A020D0 12  1
D,D,D,D,D,1010,0011,0007,0007,,361,IVSS,2.0F, W/B,623,,0003,,O10,$Z9,TSN-M20,,TSN-12M,541,,,1,,,,,50700073,,$ZJ,LA306JS-R2, 3,LA306JS-R2,622,,,1,,,,,56600150,,                     V X       f hi   mnopq stuv,50A0324E50A020E2 12  1
D,D,D,D,D,1010,0012,0007,0007,,361,IVSS,2.0F, W/B,623,,0010,,O10,$Z9,TSN-M20,,TSN-12M,541,,,1,,,,,50700073,,$ZJ,LA306JS-R2, 4,LA306JS-R2,622,,,1,,,,,56600159,,A C  F    K         U                            xy,50A0324E50A023BA 12  1
D,D,D,D,D,1010,0013,0007,0007,,9A6,IVSS,2.0F, W/B,623,,0004,,,$Z9,TSN-M20,,TSN-12M,541,,,1,,,,,50700073,,$ZJ,LA306JS-R2, 7,LA306JS-R2,622,,,1,,,,,566001A3,,                                    kl,50A0324E50A02DC3 12  1
D,D,D,D,D,1010,0014,0009,0009,,596,CIVUS,0.5,GR/,182,,0013,,O09,ZQU,NANSSF55-2,,LK-ANSSA6F-B,2,,,1,,,,,56600198,,%SW,PS-126-2,,,,,,0,,,,,,,                     V X   b   fghijklmnopqrstuvw     3,50A0151950A02E03 24  1
D,D,D,D,D,1010,0015,0009,0009,,597,CIVUS,0.35,GR/,204,,0007,,O09,LUK,NANSSF55-9,,ANSS-A-12FE,3,,,1,,,,,566001AF,,%SX,PS-126-2,,,,,,0,,,,,,,                     V X   b   fghijklmnopqrstuvw     3,50A0151D50A02E04 19  1
D,D,D,D,D,1010,0016,0009,0009,,595,CIVUS,0.35,GR/,163,,0011,,O09,GH4,NANSSF55-9,,LK-ANSSA6F-B,2,,,1,,,,,56600198,,%SV,PS-126-2,,,,,,0,,,,,,,                     V X   b   fghijklmnopqrstuvw     3,50A02BA650A02E05  4  1
D,D,D,D,D,1010,0017,0007,0007,,460,IVSS,2.0F, W/B,1422,,0010,,O10,$ZJ,LA306JS-R2, 4,LA306JS-R2,622,,,1,,,,,56600159,,#ET,LA106JM-R2,,LA106JM-R2,625,1,,1,,,,,5660014C,,A C  F    K         U                            xy,50A023BA50A03314  1  1
D,D,D,D,D,1010,0018,0007,0007,,460,IVSS,2.0F, W/B,1422,,0001,,O10,#ET,LA206J-R2, 6,LA206J-R2,625,1,,1,,,,,566001B7,,$ZJ1,LA306JS-R2, 5,LA306JS-R2,622,,,1,,,,,56600161,,      G    L                                       z,50A024EF50A03317  1  1
D,D,D,D,D,1010,0019,0007,0007,,361,IVSS,2.0F, W/B,623,,0001,,O10,$Z9,TSN-M20,,TSN-12M,541,,,1,,,,,50700073,,$ZJ1,LA306JS-R2, 5,LA306JS-R2,622,,,1,,,,,56600161,,      G    L                                       z,50A0324E50A03317 12  1
D,D,D,D,D,1010,0020,0007,0007,,643,CIVUS,0.5, W/B,1437,,0001,,O07,DDM,NASZF11-1,,ASZ-12FC T,287,1,,1,,,,,50700085,,#ET,LA206J-R2, 6,LA206J-R2,625,1,,1,,,,,566001B7,,      G    L                                       z,50A0331A50A024EF  8  1
D,D,D,D,D,1010,0021,0007,0007,,643,CIVUS,0.5, W/B,1450,,0002,,O07,DDM,NASZF11-1,,ASZ-12FC T,287,1,,1,,,,,50700085,,#ET,LA206J-R2, 1,LA206J-R2,625,1,,1,,,,,56600158,,                                g  j       r    w,50A0331A50A023B9  8  1
D,D,D,D,D,1010,0022,0007,0007,,460,IVSS,2.0F, W/B,1422,,0009,,,$ZJ1,LA106JM-R2,,LA106JM-R2,622,,,1,,,,,566001BB,,#ET,LA206J-R2, 8,LA206J-R2,625,1,,1,,,,,566001B9,,                                                     2,50A0331950A0331B  1  1
D,D,D,D,D,1010,0023,0007,0007,,643,CIVUS,0.5, W/B,1437,,0009,,,DDM,NASZF11-1,,ASZ-12FC T,287,1,,1,,,,,50700085,,#ET,LA206J-R2, 8,LA206J-R2,625,1,,1,,,,,566001B9,,                                                     2,50A0331A50A0331B  8  1
D,D,D,D,D,1010,0024,0006,0006,,1J3,ISHEK,0.3F,  /,2403,, 197,  9,O05,CG4,SSGF,,SSG/TSN16-LIF63F,531,,,1,,,,,50700002,,$CH,,,,,,,0,,,,,,,                               fghij     pqrstuvw,50A0320050A02A93 37  1
D,D,D,D,D,1010,0025,0006,0006,,1J8,ISHEK,0.3F,  /,2414,, 353, 10,O05,#0Q,,,,,,,0,,,,,,,RS7,SSGF,,SSG/TSN16-LIF63F,531,,,1,,,,,50700002,,                               fghij     pqrstuvw,50A010FA50A03390  1 31
D,D,D,D,D,1010,0026,0006,0006,,1K7,ISHEK,0.3F,  /,2398,, 595, 11,O05,CFS,SSGF,,SSG/TSN16-LIF63F,531,,,1,,,,,50700002,,#0P,,,,,,,0,,,,,,,                               fghij     pqrstuvw,50A0320150A0303A 38  1
D,D,D,D,D,1010,0027,0002,0002,,435,ALVUS,0.5,LA/R,2967,, 941,,,HZC,ASZALF90-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,LKK,FSG-F-P050,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,                                                    12,50A033E450A033C4  3 37
D,D,D,D,D,1010,0028,0011,0011,,240,ALVUS,0.5,LA/BR,1199,, 534,,O13,$VD,YSKALF05,,YSK-JC-22F,404,,,1,,,,,50700058,,&V2,YSKALF05,,YSK-JC-22F-GR,409,,,2,,,,,5660008E,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00A3E50A00A9D 17 15
D,D,D,D,D,1010,0029,0009,0009,,180,ALVUS,0.5,LA/BE,982,, 599,,O09,&3B,YSKALF05,,YSK-JC-22F,405,,,2,,,,,5660013B,,&3C,YSKALF05,,YSK-JC-22F-B,419,,,1,,,,,50700063,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00A5950A00B29  2 12
D,D,D,D,D,1010,0030,0015,0015,,336,CIVUS,0.35, L/,972,, 427,,O11,D7G,NANSSF55-9,,ANSS-30FF-B,67,1,,1,,,,,56600061,,ML3,TSN-M03,,TSN-12M,541,,,2,,,,,50700073,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0071150A00E8D  5  6
D,D,D,D,D,1010,0031,0029,0029,,609,CIVUS,0.13, R/,1342,,1254,,M09,YB9,NANSSF55-0,,ETHERNET-34F-GR,11,1,,1,M09,,,,50700078,,YW7,SSGM01,,YSK-TP-18M,542,1,,1,M09,,,,50700072,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0056150A00E97 21  7
D,D,D,D,D,1010,0032,0029,0029,,607,CIVUS,0.13,LG/,1342,, 646,,M09,JF4,SSGM01,,YSK-TP-18M,542,1,,1,M09,,,,50700072,,YMN,NANSSF55-0,,ETHERNET-34F-GR,11,1,,1,M09,,,,50700078,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00E9850A00562  6 22
D,D,D,D,D,1010,0033,0029,0029,,606,CIVUS,0.13, P/,1342,,1118,,M09,JF3,SSGM01,,YSK-TP-18M,542,1,,1,M09,,,,50700072,,YMM,NANSSF55-0,,ETHERNET-34F-GR,11,1,,1,M09,,,,50700078,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00E9950A00566  5  4
D,D,D,D,D,1010,0034,0029,0029,,608,CIVUS,0.13,SB/,1342,, 645,,M09,Y2H,NANSSF55-0,,ETHERNET-34F-GR,11,1,,1,M09,,,,50700078,,YH9,SSGM01,,YSK-TP-18M,542,1,,1,M09,,,,50700072,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0056350A00E9A  3  4
D,D,D,D,D,1010,0035,0010,0010,,522,ALVUS,0.5,LA/,216,, 152,,O13,%85,YSKALM05,,SSG/TSN4-20M,545,,,2,,,,,50700049,,+HP,YSKALF05,,YSK-JC-22F,421,,,1,,,,,56600077,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00ED850A00B64 17  9
D,D,D,D,D,1010,0036,0013,0013,,521,ALVUS,0.5,LA/G,465,, 995,,O13,%84,YSKALM05,,SSG/TSN4-20M,545,,,1,,,,,50700049,,%JC,YSKALF05,,YSK-JC-22F-GR,409,,,1,,,,,5660008E,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00EDD50A00A9B 15  3
D,D,D,D,D,1010,0037,0009,0009,,153,CIVUS,0.13,BE/,1606,, 426,,O09,&AH,SSGF01,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,T85,NANSSF55-0,,ETHERNET-34F-GR,11,1,,1,,,,,50700078,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0119750A0056D 12 13
D,D,D,D,D,1010,0038,0011,0011,,200,ALVUS,0.75,LA/L,785,,  64,,O11,&7A,SSGALF,,YSK-JC-22F,404,,,1,,,,,50700058,,&CP,SSGALF,,SSG/TSN8-LIF35FA,302,1,,1,,,,,5070006A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00A2850A01199  1 11
D,D,D,D,D,1010,0039,0011,0011,,179,ALVUS,0.5,LA/LG,700,, 366,,O11,&3A,YSKALF05,,YSK-JC-22F,405,,,1,,,,,5660013B,,FND,YSKALF05,,SSG/TSN8-LIF35FA,302,1,,1,,,,,5070006A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00A5A50A0119F  3  2
D,D,D,D,D,1010,0040,0032,0032,,376,CIVUS,0.35, G/,2444,, 287,,M12,&CZ,SSGF,,SSGTSN17LI45F-GR,301,1,,1,M12,,,,5660018A,,SDB,NANSSF55-9,,ANSS-30FN,81,1,,1,M12,,,,5070004D,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A011C350A00780 13  6
D,D,D,D,D,1010,0041,0015,0015,,302,CIVUS,0.13, L/,1537,, 276,,O11,#CL,SSGF01,,YSK-JC-22F,408,,,2,,,,,5660018E,,CF7,NANSSF55-0,,ANSS-30FF-B,67,1,,1,,,,,56600061,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A012F850A012F2 17 12
D,D,D,D,D,1010,0042,0003,0003,,425,CIVUS,0.35, L/,1422,, 115,,O13,%SB,SSGF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,G3D,NANSSF55-9,,ETHERNET-34FA,115,1,,1,,,,,50700052,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0132750A0131D  6 19
D,D,D,D,D,1010,0043,0029,0029,,599,CIVUS,0.35, L/,727,, 656,,M09,&5F,SSGF,,YSK-JC-22F-B,419,,,1,M09,,,,50700063,,Y00,NANSSF55-9,,ETHERNET-34F-GR,11,1,,1,M09,,,,50700078,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00B2F50A01373  4 19
D,D,D,D,D,1010,0044,0003,0003,,424,CIVUS,0.35, R/,1413,, 119,,O13,$YB,SSGF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,GFG,NANSSF55-9,,ETHERNET-34FA,115,1,,1,,,,,50700052,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0130050A012FD 13  2
D,D,D,D,D,1010,0045,0009,0009,,520,ALVUS,0.5,LA/R,299,,1186,,O09,%83,YSKALM05,,SSG/TSN4-20M,545,,,2,,,,,50700049,,&3Y,YSKALF05,,YSK-JC-22F-B,419,,,1,,,,,50700063,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00EDE50A00B2E 14 15
D,D,D,D,D,1010,0046,0002,0002,,106,CIVUS,0.35, G/,1488,, 678,,O02,%SC,SSGF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,K5Y,NANSSF55-9,,ANSS-27FE,69,1,,1,,,,,50700038,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A012FF50A0172C  7  6
D,D,D,D,D,1010,0047,0017,0017,,339,ALVUS,0.75,LA/G,1119,, 415,,O09,&50,SSGALF,,YSK-JC-22F-L,411,,,1,,,,,5070001A,,&5B,SSGALF,,YSK-JC-22F-B,419,,,2,,,,,50700063,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00AC050A00B30  4  5
D,D,D,D,D,1010,0048,0003,0003,,427,CIVUS,0.35,BE/,2410,, 107,,O03,&7E,SSGF,,YSK-JC-22F,404,,,2,,,,,50700058,,GFH,NANSSF55-9,,ETHERNET-34FA,115,1,,1,,,,,50700052,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A012E650A012E4  5  1
D,D,D,D,D,1010,0049,0005,0005,,430,ALVUS,0.75,LA/B,1366,,  95,,O12,$UD,SSGALF,,YSK-JC-22F-B,418,,,1,,,,,56600090,,&N0,SSGALF,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01CA150A01C63 19 15
D,D,D,D,D,1010,0050,0004,0004,,174,CIVUS,0.35,LG/,1794,,  90,,O04,$41,SSGF,,YSK/TSN25-63F-GR,535,,,1,,,,,5070000E,,%JH,SSGF,,YSK-JC-22F-GR,409,,,2,,,,,5660008E,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01DBE50A00AA5 42  8
D,D,D,D,D,1010,0051,0026,0026,,119,CIVUS,0.35, R/,2454,, 607,,M06,CTV,NANSSF55-9,,ANSS-21FA,74,1,,1,M06,,,,5070003B,,Y1R,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0173950A01DC6 15  9
D,D,D,D,D,1010,0052,0026,0026,,113,CIVUS,0.35, B/,2471,, 441,,M06,B3T,NANSSF55-9,,ANSS-21FA,74,1,,1,M06,,,,5070003B,,B5Z,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0173250A01DCC 14  1
D,D,D,D,D,1010,0053,0026,0026,,116,CIVUS,0.35,SB/,2440,, 249,,M06,BHF,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,JT4,NANSSF55-9,,ANSS-27FC-B,71,1,,1,M06,,,,5070003A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01DD150A01736 18  2
D,D,D,D,D,1010,0054,0026,0026,,114,CIVUS,0.35, G/,2471,, 377,,M06,B5Y,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,CTW,NANSSF55-9,,ANSS-21FA,74,1,,1,M06,,,,5070003B,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01DD650A01733 12  8
D,D,D,D,D,1010,0055,0006,0006,,140,CIVUS,0.13,SB/,1778,, 358,,O06,#V5,SSGF01,,YSK-JC-22F-GR,409,,,2,,,,,5660008E,,KQU,SSGF01,,SSG/TSN4-20F,537,1,,1,,,,,5070000A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00A9850A01DD8 13  5
D,D,D,D,D,1010,0056,0016,0016,,154,CIVUS,0.35, G/,1160,, 410,,O12,&AJ,SSGF,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,QTV,SSGM,,SSG-TP-22M-B,543,,,1,,,,,50700014,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0119E50A01E09  1  5
D,D,D,D,D,1010,0057,0016,0016,,155,CIVUS,0.35, B/,1186,, 394,,O12,&AU,SSGF,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,Q9J,SSGM,,SSG-TP-22M-B,543,,,1,,,,,50700014,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0119850A01E0E 26 16
D,D,D,D,D,1010,0058,0032,0032,,356,CIVUS,0.5, L/,1061,, 351,,M12,%3B,SSGF,,YSK-JC-22F-GR,401,1,,1,M12,,,,50700057,,MLW,SSGM,,SSG-TP-22M-B,543,,,1,M12,,,,50700014,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0033250A01E10 17 19
D,D,D,D,D,1010,0059,0016,0016,,335,ALVUS,0.5,LA/LG,1009,, 431,,O12,$UP,YSKALF05,,YSK-JC-22F,404,,,2,,,,,50700058,,%FD,YSKALM05,,SSG-TP-22M-B,543,,,1,,,,,50700014,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A00A3F50A01E11 16 20
D,D,D,D,D,1010,0060,0012,0012,,107,ALVUS,0.75,LA/L,768,, 742,,O12,&70,SSGALF,,YSK-JC-22F-GR,401,1,,1,,,,,50700057,,&CK,SSGALF,,SSGTSN17LI45F-GR,301,1,,1,,,,,5660018A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01ED650A011D5 18 25
D,D,D,D,D,1010,0061,0016,0016,,197,ALVUS,0.75,LA/,971,, 684,,O12,$ZD,FMG-M-P075,,TSN-12M,556,,,2,,,,,50700004,,+GC,FMG-F-P075,,TSNYEJC6L12FE-GR,622,1,,1,,,,,566000D7,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0205550A017A9  8  2
D,D,D,D,D,1010,0062,0005,0005,,338,CIVUS,1.25, R/,1330,, 419,,O05,%G5,TSN-M,,TSN-12M,556,,,1,,,,,50700004,,&HA,TSN-F,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0205650A011CA  1 35
D,D,D,D,D,1010,0063,0009,0009,,600,CIVUS,0.35, L/,1530,,  34,,O12,&AN,SSGF,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,YMS,NANSSF55-9,,ETHERNET-34F-GR,11,1,,1,,,,,50700078,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0227950A0055E  3  1
D,D,D,D,D,1010,0064,0012,0012,,375,ALVUS,0.5,LA/B,2238,, 291,,O08,&CQ,YSKALF05,,SSGTSN17LI45F-GR,301,1,,1,,,,,5660018A,,QAS,YSKALF05,,SSG-TP-5F,86,,,2,,,,,5070003C,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0259250A007AB 12  1
D,D,D,D,D,1010,0065,0010,0010,,503,ALVUS,0.5,LA/G,1464,,  44,,O10,&8D,YSKALF05,,SSG-JC-R4FJT,480,,,1,,,,,5660016E,,&JU,YSKALF05,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0259450A02589  1 17
D,D,D,D,D,1010,0066,0032,0032,,102,CIVUS,0.13, G/,2445,,1258,,M12,FN5,SSGF01,,SSGTSN17LI45F-GR,301,1,,1,M12,,,,5660018A,,SUK,NANSSF55-0,,ANSS-30FN,81,1,,1,M12,,,,5070004D,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0200150A01385 21 21
D,D,D,D,D,1010,0067,0005,0005,,199,IVSS,2.0F, W/B,966,, 675,,O05,%BE,TSN-M20,,TSN-12M,556,,,1,,,,,50700004,,+GB,TSN-F20,,TSNYEJC6L12FE-GR,622,,,2,,,,,566000D7,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A026F250A02185  7  1
D,D,D,D,D,1010,0068,0012,0012,,343,ALVUS,0.75,LA/R,1400,, 399,,O12,&5L,FSG-F-P075,,YSK-JC-22F-GR,401,1,,1,,,,,50700057,,&5N,FSG-F-P075,,YSK-JC-22F-B,419,,,2,,,,,50700063,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A029DA50A029F7 13  1
D,D,D,D,D,1010,0069,0010,0010,,502,ALVUS,0.5,LA/L,1901,, 796,,O10,&8C,YSKALF05,,SSG-JC-R4FJT,481,,,1,,,,,5660016F,,FM8,YSKALF05,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02A0450A02A0F  4 36
D,D,D,D,D,1010,0070,0006,0006,,133,ALVUS,1.25,LA/L,2927,, 747,,O11,CPR,TSNALF10,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,KQ2,TSNALF10,,SSG/TSN4-20F,537,1,,1,,,,,5070000A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A029D650A02A37 39  1
D,D,D,D,D,1010,0071,0005,0005,,677,ALVUS,0.5,LA/B,2397,,1253,,O05,$TY,YSKALF05,,SSG-JC-R8FJT,490,1,,1,,,,,566000CA,,C53,YSKALF05,,SSG/TSN4-20F,537,,,2,,,,,5070000A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02A0550A02A38  8 16
D,D,D,D,D,1010,0072,0010,0010,,306,ALVUS,0.5,LA/L,769,, 263,,O08,CBS,YSKALM05,,YSKTSNY25-63M-GR,510,,,1,,,,,5070005F,,IFQ,YSKALF05,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0285F50A02A94 61 17
D,D,D,D,D,1010,0073,0010,0010,,505,ALVUS,0.5,LA/R,1500,,1100,,O10,&8G,YSKALF05,,SSG-JC-R4FJT,481,,,1,,,,,5660016F,,&JV,YSKALF05,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0296250A011A6  1 19
D,D,D,D,D,1010,0074,0007,0007,,4C2,CIVUS,0.5, W/B,860,, 104,,O09,#QG,TSN-M03,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,LQV,TSN-M03,,TSN-12M,541,,,1,,,,,50700073,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01DED50A01DE0 11  2
D,D,D,D,D,1010,0075,0002,0002,,847,CIVUS,0.13, P/,2907,,1235,,O02,FN6,SSGF01,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,SF9,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A028CD50A0253F  5 32
D,D,D,D,D,1010,0076,0006,0006,,337,CIVUS,1.25, L/,2977,, 423,,O06,%G4,TSN-M,,TSN-12M,551,1,,1,,,,,50700009,,&HB,TSN-F,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01E2E50A02072  5 32
D,D,D,D,D,1010,0077,0005,0005,,353,ALVUS,0.75,LA/SB,1109,, 363,,O05,&46,SSGALF,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,&6F,SSGALF,,YSK-JC-22F,405,,,2,,,,,5660013B,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02A0E50A029E6 34 16
D,D,D,D,D,1010,0078,0022,0022,,132,CIVUS,0.35, W/,2328,, 763,,M02,KNM,SSGF,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,LFG,NANSSF55-9,,ANSS-27FE,69,1,,1,M02,,,,50700038,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02B7F50A0294B 39 22
D,D,D,D,D,1010,0079,0022,0022,,120,CIVUS,0.13,VI/,2338,, 759,,M02,K05,NANSSF55-0,,ANSS-27FE,69,1,,1,M02,,,,50700038,,KAK,TSN-F01,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0294C50A02B81 21 14
D,D,D,D,D,1010,0080,0002,0002,,103,CIVUS,0.13, R/,2940,, 504,,O02,FN4,SSGF01,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,SF8,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02B8A50A02B82 14 55
