CustCD,DeveCD,W/H_CD,ASSY_Gr,Rev,Place,No,SubNo,Rank,WorkClass,Wi_No,Wi_Type,Wi_Size,Wi_Col,Wi_Len,Wi_Add,J_??,Wi_Gr,Cir_S,Cir_L,Ter_L,W_L,ConnName_L,ConnNo_L,T_Conn_L,Tub_L,Ins_L,M_L,SAM_Hand_S_L,P_L,B_L,ConnID_L,FILLER_2,Cir_R,Ter_R,W_R,ConnName_R,ConnNo_R,T_Conn_R,Tub_R,Ins_R,M_R,SAM_Hand_S_R,P_R,B_R,ConnID_R,FILLER_3,ApplCD,FileName
D,D,D,D,D,1010,0277,0011,0011,,588,ALVUS,0.5,LA/SB,895,,  60,,O11,&K6,YSKALF05,,YSK-JC-22F,403,,,1,,,,,5070005C,,DP1,ASZALF90-1,,ASZ-8FA-B,46,,,2,,,,,5660005F,,A C  FG   KL        U                            xyz12,50A0180050A030A8 12  6
D,D,D,D,D,1010,0278,0012,0012,,296,ALVUS,0.5,LA/VI,1057,, 157,,O12,%3G,YSKALF05,,YSK-JC-22F-GR,401,1,,1,,,,,50700057,,C1T,YSKALM05,,SSG-TP-22M-B,543,,,1,,,,,50700014,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02E4050A02E3F  8 21
D,D,D,D,D,1010,0279,0008,0008,,675,CIVUS,0.13, B/,2301,, 589,,O08,S4Q,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,WZX,NNASZF36-1,,ASZ/DS6-26FC-B,56,,,2,,,,,56600105,,A C       KL                                     xyz,50A030AD50A0274E  6  8
D,D,D,D,D,1010,0280,0005,0005,,321,CIVUS,0.35,GR/,2289,, 479,,O05,&FW,SSGF,,SSG-JC-R4FJT,479,,,1,,,,,566001A2,,YWG,NANSSF55-9,,ANSS-27FE-B,66,,,1,,,,,56600085,,A                                                xyz,50A02DBF50A030B2  2 14
D,D,D,D,D,1010,0281,0022,0022,,853,CIVUS,0.35, L/,2364,, 428,,M02,KM0,SSGF,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,KS7,NANSSF55-9,,ANSS-21F-GR,70,1,,1,M02,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A027BE50A030B6 59 11
D,D,D,D,D,1010,0282,0022,0022,,129,CIVUS,0.35,GR/,2366,, 811,,M02,KM2,SSGF,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,KMX,NANSSF55-9,,ANSS-21F-GR,70,1,,1,M02,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A027BF50A030B7 58  6
D,D,D,D,D,1010,0283,0002,0002,,121,CIVUS,0.35, R/,1764,,1141,,O02,K0Z,FLEF36-1,,YLE-TP-2F-B,93,,,1,,,,,5070002E,,K3Z,NANSSF55-9,,ANSS-21F-GR,70,1,,1,,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0173C50A030B8  1  5
D,D,D,D,D,1010,0284,0002,0002,,122,CIVUS,0.35, B/,1764,,1136,,O02,K1A,FLEF36-1,,YLE-TP-2F-B,93,,,1,,,,,5070002E,,KTA,NANSSF55-9,,ANSS-21F-GR,70,1,,1,,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0173D50A030B9  2  3
D,D,D,D,D,1010,0285,0002,0002,,123,ALVUS,0.5,LA/R,2457,, 124,,O02,K1B,TSNYALM05,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,K3Y,ANSSALF20-1,,ANSS-21F-GR,70,1,,1,,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A02B9250A030BA 19  1
D,D,D,D,D,1010,0286,0022,0022,,854,CIVUS,0.35, W/,2362,,1169,,M02,KM1,SSGF,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,KTD,NANSSF55-9,,ANSS-21F-GR,70,1,,1,M02,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A027B950A030BB 60 15
D,D,D,D,D,1010,0287,0002,0002,,124,CIVUS,0.35,VI/,2463,, 891,,O02,K1C,TSN-M03,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,KTB,NANSSF55-9,,ANSS-21F-GR,70,1,,1,,,,,50700039,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0285850A030BC 17 14
D,D,D,D,D,1010,0288,0026,0026,,130,CIVUS,0.35, P/,2447,, 795,,M06,KUS,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,KW2,NANSSF55-9,,ANSS-27FC-B,71,1,,1,M06,,,,5070003A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01DC950A030C1  4 10
D,D,D,D,D,1010,0289,0026,0026,,117,CIVUS,0.35, W/,2442,, 185,,M06,BHG,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,JT5,NANSSF55-9,,ANSS-27FC-B,71,1,,1,M06,,,,5070003A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A01DD250A030C3 17  7
D,D,D,D,D,1010,0290,0026,0026,,150,CIVUS,0.13, L/,2444,, 474,,M06,KPD,NANSSF55-0,,ANSS-21FA,74,1,,1,M06,,,,5070003B,,KQD,SSGF01,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,  C  FG   KL                   fghij     pqrstuvwxyz12,50A030CB50A02C61  5 13
D,D,D,D,D,1010,0291,0026,0026,,115,CIVUS,0.35,LG/,2456,, 313,,M06,B6Z,NANSSF55-9,,ANSS-21FA,74,1,,1,M06,,,,5070003B,,Y1Q,SSGF,,SSG-TP-22F-GR,536,,,1,M06,,,,5070001D,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A030CE50A01DD0 11 19
D,D,D,D,D,1010,0292,0026,0026,,145,CIVUS,0.13, B/,2472,, 779,,M06,KN9,NANSSF55-0,,ANSS-21FA,74,1,,1,M06,,,,5070003B,,KRH,SSGF01,,SSG/TSN4-20F,537,,,1,M06,,,,5070000A,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A030CF50A01DDB 12  8
D,D,D,D,D,1010,0293,0002,0002,,392,CIVUS,0.13,GR/,2887,, 231,,O02,MWE,SSGF01,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,SF4,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,     FG             U  X         hij   no   stuvw   12,50A030E050A027E9  5 18
D,D,D,D,D,1010,0294,0028,0028,,2B2,CIVUS,0.35, B/,2401,, 398,,M08,HWW,SSGF,,SSG-LIF-54F-B,99,,,1,M08,,,,5660018F,,MTL,SSGF,,SSG-TP-5FA,76,,,1,M08,,,,5070009E,,                       X         h     no   st,50A030E150A02AA9  4  5
D,D,D,D,D,1010,0295,0018,0018,,682,HSHEQ,0.5F, B/,1551,, 335,  2,O05,MVN,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,IH6,SSGF,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,     FG             U             ij          uvw   12,50A0281550A030E3 31  2
D,D,D,D,D,1010,0296,0002,0002,,1Q2,CIVUS,0.13,GR/,2309,,1081,,,MVW,SSGF01,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,S4Q,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,                                                    12,50A030E850A030AF 33  6
D,D,D,D,D,1010,0297,0008,0008,,1P4,CIVUS,0.13, L/,2323,,1252,,,HKL,SSGF01-8,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,RTT,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,                                                    12,50A030EE50A030B1 42 13
D,D,D,D,D,1010,0298,0011,0011,,329,CIVUS,0.35, W/,1116,, 455,,O11,&CR,SSGF,,SSG/TSN8-LIF35FA,302,1,,1,,,,,5070006A,,D0T,FLEF36-1,,YLE-TP-2F-B,193,,,1,,,,,56600025,,A                              fghij     pqrstuvwxyz,50A030F850A008A6 16  1
D,D,D,D,D,1010,0299,0011,0011,,3A9,ALVUS,0.75,LA/,955,, 268,,O11,+GX,SSGALF,,YSK-JC-22F,403,,,1,,,,,5070005C,,Z1J,TSNALF,,ANSS-A-16FB,21,1,,1,,,,,56600103,,A C                                              x,50A0311650A0059A  3  2
D,D,D,D,D,1010,0300,0013,0013,,3B3,ALVUS,0.75,LA/,1178,, 920,,O13,+GX,SSGALF,,YSK-JC-22F,403,,,2,,,,,5070005C,,Z1J,TSNALF,,ANSS-A-16FB,26,,,1,,,,,5070009C,,     FG   KL        U                             yz12,50A0311750A025A0  3  2
D,D,D,D,D,1010,0301,0011,0011,,218,ALVUS,0.5,LA/,1024,, 740,,O11,$FB,FSG-F-P050,,YSK-JC-22F,403,,,1,,,,,5070005C,,DB3,FSG-F-P050,,SSG-TP-5F,194,,,2,,,,,56600043,,  C  FG   KL        U                               12,50A0311850A02DB5  9  5
D,D,D,D,D,1010,0302,0011,0011,,325,CIVUS,0.35,GR/,989,, 467,,O11,$UC,SSGF,,YSK-JC-22F,404,,,1,,,,,50700058,,D0S,FLEF36-1,,YLE-TP-2F-B,193,,,1,,,,,56600025,,A                              fghij     pqrstuvwxyz,50A02C7750A02EA5 18  2
D,D,D,D,D,1010,0303,0011,0011,,235,CIVUS,0.35, G/,1222,,  48,,O11,$UF,SSGF,,YSK-JC-22F,404,,,1,,,,,50700058,,JJY,TSN-M03,,TSN-12M,556,,,2,,,,,50700004,,  C  FG   KL        U                               12,50A0311A50A02E79 20  9
D,D,D,D,D,1010,0304,0005,0005,,3G3,ALVUS,0.5,LA/L,1227,, 827,,,$UF,YSKALF05,,YSK-JC-22F,404,,,2,,,,,50700058,,JJY,TSNYALM05,,TSN-12M,556,,,1,,,,,50700004,,                               fghij     pqrstuvw,50A0311B50A02E7A 20  9
D,D,D,D,D,1010,0305,0008,0008,,653,CIVUS,0.35, G/,1336,, 210,,O08,%SD,SSGF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,IS0,NANSSF55-9,,ANSS-24FA-B,55,1,,1,,,,,5070002F,,A C  FG   KL        U                            xyz12,50A0311F50A02AE8  9  1
D,D,D,D,D,1010,0306,0008,0008,,653,CIVUS,0.35, G/,1256,, 509,,O08,%SD,SSGF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,IS0,NANSSF55-9,,ANSS-24FA-B,55,1,,1,,,,,507000B1,,                                  ij          uvw,50A0311F50A02AFA  9  1
D,D,D,D,D,1010,0307,0005,0005,,372,ALVUS,0.5,LA/VI,1942,, 299,,O04,%3C,YSKALF05,,YSK-JC-22F,408,,,1,,,,,5660018E,,+QL,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,A C  FG   KL        UV X   b   fghijklmnopqrstuvwxyz123,50A0312150A02BCF  8 40
D,D,D,D,D,1010,0308,0014,0014,,359,ALVUS,0.5,LA/W,1473,, 623,,O04,&33,YSKALF05,,YSK-JC-22F,408,1,,1,,,,,5660018E,,YHT,YSKALM05,,SSG-TP-22M-B,543,,,2,,,,,50700014,,     FG             U  X         hij   no   stuvw   12,50A0312550A02E9E 20  9
D,D,D,D,D,1010,0309,0009,0009,,358,ALVUS,0.5,LA/R,211,, 343,,O09,&31,YSKALF05,,YSK-JC-22F,408,,,2,,,,,5660018E,,&3Q,YSKALF05,,YSK-JC-22F-B,419,,,1,,,,,50700063,,     FG             U  X         hij   no   stuvw   12,50A0312650A015EF 19 20
D,D,D,D,D,1010,0310,0025,0025,,5A9,CIVUS,0.13,LG/,1232,, 818,,M04,$T1,SSGF01,,YSK-JC-22F,408,1,,1,M04,,,,5660018E,,CDJ,FDSAF01,,DSYL-4FF-B,31,,,1,M04,,,,5070006B,,  C  FG   KL        U                            xyz12,50A0312850A0064D 13  1
D,D,D,D,D,1010,0311,0025,0025,,458,CIVUS,0.13,LG/,1115,, 937,,M04,$T1,SSGF01,,YSK-JC-22F,408,1,,1,M04,,,,5660018E,,CDJ,FDSAF01,,DSYL-4FF-B,31,,,1,M04,,,,5660016D,,                     V X       fghij  mn pqrstuvw,50A0312850A0064F 13  1
D,D,D,D,D,1010,0312,0017,0017,,241,ALVUS,0.5,LA/B,1017,, 531,,O13,$VE,FSG-F-P050,,YSK-JC-22F-L,411,,,1,,,,,5070001A,,CWN,FSG-F-P050,,SSG-TP-5F,132,,,2,,,,,50700054,,  C  FG   KL        U                               12,50A0312D50A02DB4 17  1
D,D,D,D,D,1010,0313,0017,0017,,239,ALVUS,0.5,LA/B,1290,,1239,,O13,$VA,YSKALF05,,YSK-JC-22F-GR,409,,,1,,,,,5660008E,,$VC,YSKALF05,,YSK-JC-22F-L,411,,,1,,,,,5070001A,,A C  FG   KL        U          fghij     pqrstuvwxyz12,50A0163A50A03131 17 12
D,D,D,D,D,1010,0314,0017,0017,,340,ALVUS,0.75,LA/R,958,, 411,,O13,&53,SSGALF,,YSK-JC-22F-L,411,,,1,,,,,5070001A,,D7P,SSGALM,,SSG-TP-22M,550,,,2,,,,,50700008,,A C  FG   KL        U          fghij     pqrstuvwxyz12,50A0313250A0305F  2  8
D,D,D,D,D,1010,0315,0018,0018,,279,ALVUS,0.5,LA/,889,, 813,,O10,+46,YSKALF05,,YSK/TSNY4-26F-B,561,1,,1,,,,,50700035,,+JQ,YSKALF05,,YSK-JC-22F,412,,,1,,,,,5660008F,,  C  FG   KL        U                               12,50A02DFE50A03134  5 16
D,D,D,D,D,1010,0316,0018,0018,,290,ALVUS,0.5,LA/,889,, 924,,O10,+JR,YSKALF05,,YSK-JC-22F,412,,,1,,,,,5660008F,,ZG8,YSKALF05,,YSK/TSNY4-26F-B,561,1,,1,,,,,50700035,,  C  FG   KL        U                               12,50A0313550A02CD3 15  6
D,D,D,D,D,1010,0317,0010,0010,,639,ALVUS,0.5,LA/,922,, 619,,O10,+TB,YSKALF05,,YSK-JC-22F,412,,,1,,,,,5660008F,,ZU1,YSKALF05,,SSG/TSN4-20F,562,,,2,,,,,50700055,,  C  FG   KL                                     xyz12,50A0313650A02DF4 14 15
D,D,D,D,D,1010,0318,0010,0010,,952,CIVUS,0.35, W/B,552,, 512,,O10,+TB,SSGF,,YSK-JC-22F,412,,,1,,,,,5660008F,,ZU1,SSGF,,RSG-TP-6F-GR,49,,,2,,,,,5070009B,,                               fghij     p rs u w,50A0313750A023A3 14  2
D,D,D,D,D,1010,0319,0010,0010,,434,CIVUS,0.35, W/B,1026,,  83,,O08,+HS,SSGF,,YSK-JC-22F,412,,,1,,,,,5660008F,,W4H,SSGF,,SSG-TP-10F,107,,,1,,,,,5070005D,,A C  FG   KL        U                            xyz12,50A0313850A00826 13  6
D,D,D,D,D,1010,0320,0010,0010,,327,CIVUS,0.35, W/B,813,, 463,,O10,$WD,SSGF,,YSK-JC-22F,412,,,1,,,,,5660008F,,LFS,SSEWM,,SSE-SB-12MC-B,580,1,,1,,,,,50700032,,A C  FG   KL        U                            xyz12,50A0313950A00F83 12  9
D,D,D,D,D,1010,0321,0004,0004,,611,CIVUS,0.35, W/,1405,,1211,,O09,$HM,SSGF,,YSK-JC-22F-B,418,,,1,,,,,56600090,,FNC,SSGF,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,A C  FG   KL        U  X         hij   no   stuvwxyz12,50A0314650A02071  6  7
D,D,D,D,D,1010,0322,0006,0006,,1O5,ALVUS,0.5,LA/,1262,,  81,,,+T1,YSKALF05,,YSK-JC-22F,421,,,2,,,,,56600077,,K4M,ANSSALF20-1,,ANSS-27FC-B,71,1,,1,,,,,5070003A,,                                                    12,50A0314C50A030C7 22 18
D,D,D,D,D,1010,0323,0006,0006,,1I4,ALVUS,0.5,LA/R,1240,,  94,,,#C0,YSKALF05,,YSK-JC-22F,421,,,2,,,,,56600077,,VQA,ANSSALF20-1,,ANSS-27FC-B,71,1,,1,,,,,5070003A,,                                                    12,50A0315950A030C5 12  5
D,D,D,D,D,1010,0324,0005,0005,,5A8,CIVUS,0.75,SB/,1937,, 365,,O04,$MN,TSN-M,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,CCW,FDSAF,,DSYL-4FF-B,31,,,1,,,,,5070006B,,  C  FG   KL        U                            xyz12,50A0316950A0064B  5  4
D,D,D,D,D,1010,0325,0005,0005,,455,CIVUS,0.75,SB/,1821,, 938,,O04,$MN,TSN-M,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,CCW,FDSAF,,DSYL-4FF-B,31,,,1,,,,,5660016D,,                     V X       fghij  mn pqrstuvw,50A0316950A00650  5  4
D,D,D,D,D,1010,0326,0008,0008,,665,CIVUS,0.35,VI/,2196,,1106,,O08,E23,TSN-M03,,YSKTSNY25-63M-GR,510,,,1,,,,,5070005F,,E1L,NANSSF55-9,,ANSS-24FA-B,55,1,,1,,,,,5070002F,,A C  FG   KL        U                            xyz12,50A0316A50A02F9F  6 11
D,D,D,D,D,1010,0327,0008,0008,,665,CIVUS,0.35,VI/,2130,,1082,,,E23,TSN-M03,,YSKTSNY25-63M-GR,510,,,1,,,,,5070005F,,E1L,NANSSF55-9,,ANSS-24FA-B,55,1,,1,,,,,507000B1,,                                  ij          uvw,50A0316A50A02FA2  6 11
D,D,D,D,D,1010,0328,0013,0013,,3C4,CIVUS,0.35,BE/,938,,1129,,O13,H1K,TSN-M03,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,H2H,NANSSF55-9,,ANSS-A-16FB,21,,,1,,,,,56600103,,A C                                              x,50A0317050A01391 16  9
D,D,D,D,D,1010,0329,0013,0013,,3C7,CIVUS,0.35,BE/,1161,,1204,,O13,H1K,TSN-M03,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,H2H,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,5070009C,,     FG   KL        U                             yz12,50A0317050A025A7 16  9
D,D,D,D,D,1010,0330,0013,0013,,555,CIVUS,0.35,BE/,1116,, 913,,O13,H1K,TSN-M03,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,H2H,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,507000A2,,                               fg ij     pqr  uvw,50A0317050A025BE 16  9
D,D,D,D,D,1010,0331,0002,0002,,1O7,CIVUS,0.35,GR/,709,,  78,,,BG4,SSGM,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,HZ4,SSGF-8,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,                                                    12,50A0317550A030EB 34 44
D,D,D,D,D,1010,0332,0008,0008,,484,ALVUS,0.5,LA/B,693,, 142,,O08,&F0,TSNYALM05,,YSKTSNY25-63M-GR,510,,,1,,,,,5070005F,,HMX,FSG-F-P050,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,     FG             U  X         hij   no   stuvw   12,50A0318350A02F5C 22 26
D,D,D,D,D,1010,0333,0028,0028,,480,CIVUS,0.35, R/,2123,, 381,,M08,#9L,SSGM,,YSKTSNY25-63M-GR,510,,,1,M08,,,,5070005F,,L2K,NANSSF55-9,,ANSS-24FA-B,55,1,,1,M08,,,,507000B1,,                                  ij          uvw,50A0318650A02AF8 46  3
D,D,D,D,D,1010,0334,0028,0028,,479,CIVUS,0.35, R/,719,, 261,,M08,LM4,SSGM-8,,YSKTSNY25-63M-GR,510,,,1,M08,,,,5070005F,,O0C,SSGF-8,,SSG-LIF-54F-B,99,,,1,M08,,,,5660018F,,     FG             U             ij          uvw,50A0318A50A030ED 49 42
D,D,D,D,D,1010,0335,0011,0011,,417,ALVUS,0.5,LA/B,263,, 232,,O08,&7H,YSKALF05,,YSK-JC-22F,404,,,1,,,,,50700058,,N5N,YSKALM05,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,     FG             U  X         hij   no   stuvw   12,50A02F4950A0318B  9 30
D,D,D,D,D,1010,0336,0028,0028,,668,CIVUS,0.13, R/,2208,, 596,,M08,IS8,NANSSF55-0,,ANSS-24FA-B,55,1,,1,M08,,,,5070002F,,ISS,SSGM01,,YSKTSNY25-63M-GR,510,,,1,M08,,,,5070005F,,     FG             U                               12,50A0316650A0318C 14 50
D,D,D,D,D,1010,0337,0028,0028,,668,CIVUS,0.13, R/,2128,, 500,,M08,IS8,NANSSF55-0,,ANSS-24FA-B,55,1,,1,M08,,,,507000B1,,ISS,SSGM01,,YSKTSNY25-63M-GR,510,,,1,M08,,,,5070005F,,                                  ij          uvw,50A02AF450A0318C 14 50
D,D,D,D,D,1010,0338,0002,0002,,1O8,CIVUS,0.35, G/,718,,  77,,,BG6,SSGM,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,IXL,SSGF-8,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,                                                    12,50A0319450A030EF 53 41
D,D,D,D,D,1010,0339,0008,0008,,1Q1,CIVUS,0.5,LG/,641,,  65,,,MT8,TSN-M03,,YSKTSNY25-63M-GR,510,,,1,,,,,5070005F,,MVQ,SSGF-8,,SSG-LIF-54F-B,99,,,1,,,,,5660018F,,                                                    12,50A0319F50A030EC 25 54
D,D,D,D,D,1010,0340,0002,0002,,1P8,CIVUS,0.35, R/,2343,, 973,,,KA1,SSGF,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,KFU,NANSSF55-9,,ANSS-27FE,69,1,,1,,,,,50700038,,                                                    12,50A031A550A030B3 35 23
D,D,D,D,D,1010,0341,0002,0002,,1I7,CIVUS,0.13,SB/,1854,,1127,,,#K8,SSGF01,,YSK-JC-22F,412,,,2,,,,,5660008F,,BKM,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,                                                    12,50A0313F50A031AB  3 22
D,D,D,D,D,1010,0342,0005,0005,,190,ALVUS,1.25,LA/R,427,,1021,,O05,$70,TSNALM10,,TSN-12M,556,,,1,,,,,50700004,,$H1,TSNALF10,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,A C  FG   KL        U                            xyz12,50A02A5D50A031B9  4 20
D,D,D,D,D,1010,0343,0005,0005,,191,IVSS,2.0F, L/,428,, 772,,O05,$71,TSN-M20,,TSN-12M,556,,,1,,,,,50700004,,&M6,TSN-F20,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,A C  FG   KL        U                            xyz12,50A0277C50A031BA 10 21
D,D,D,D,D,1010,0344,0005,0005,,655,ALVUS,2.5,LA/G,1556,,1008,,O05,&NC,TSNALF25,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,IP1,TSNALF25,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,A C  FG   KL        U                            xyz12,50A030F150A031BB 43 22
D,D,D,D,D,1010,0345,0005,0005,,645,CIVUS,0.35, W/,1820,,1011,,O09,$HR,SSGF,,YSK-JC-22F-B,418,,,1,,,,,56600090,,USX,SSGF,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL                   fghij     p rs u wxyz12,50A0314850A031BE  8 58
D,D,D,D,D,1010,0346,0005,0005,,957,ALVUS,0.75,LA/L,1123,, 420,,O05,&6J,SSGALF,,YSK-JC-22F,405,,,2,,,,,5660013B,,JCN,SSGALF,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL                   fghij     p rs u wxyz12,50A02F8B50A031BF 20 39
D,D,D,D,D,1010,0347,0005,0005,,284,ALVUS,0.5,LA/L,2864,,1154,,O06,+D8,YSKALF05,,YSK-JC-22F-B,420,,,1,,,,,50700018,,CWT,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL        U                               12,50A029FA50A031C0 21 63
D,D,D,D,D,1010,0348,0005,0005,,261,ALVUS,0.5,LA/L,2862,, 413,,O06,%4D,YSKALF05,,YSK-JC-22F-B,420,,,1,,,,,50700018,,CWU,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL        U                               12,50A029FE50A031C1 13 62
D,D,D,D,D,1010,0349,0005,0005,,209,ALVUS,0.5,LA/LG,2860,, 641,,O05,#RC,YSKALF05,,YSK-JC-22F-GR,417,,,2,,,,,50700019,,CXV,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL        U                               12,50A029F650A031C2 16 61
D,D,D,D,D,1010,0350,0005,0005,,277,ALVUS,0.5,LA/P,2752,, 662,,O05,&FT,YSKALF05,,SSG-JC-R4FJT,479,,,1,,,,,566001A2,,CXU,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,A C  FG   KL        U                            xyz12,50A02DBE50A031C3  3 44
D,D,D,D,D,1010,0351,0005,0005,,210,ALVUS,0.5,LA/L,2863,, 245,,O05,#RD,YSKALF05,,YSK-JC-22F-GR,417,,,2,,,,,50700019,,CXT,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL        U                               12,50A029F450A031C4  9 43
D,D,D,D,D,1010,0352,0005,0005,,281,ALVUS,0.5,LA/L,2859,,1042,,O06,+D5,YSKALF05,,YSK-JC-22F-B,420,,,1,,,,,50700018,,CWV,YSKALF05,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,  C  FG   KL        U                               12,50A029FC50A031C5 17 42
D,D,D,D,D,1010,0353,0003,0003,,899,CIVUS,0.35, W/,2509,, 634,,O03,+DA,TSN-F03,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,LU2,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,5660019A,,A C  FG   KL        U                            xyz12,50A031C750A02A6F 14 17
D,D,D,D,D,1010,0354,0005,0005,,5E6,CIVUS,0.35, W/,1829,,1019,,O05,$HN,SSGF,,YSK-JC-22F-B,418,,,1,,,,,56600090,,+DB,TSN-F03,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,A C  FG   KL        U                            xyz12,50A0314250A031C8 10 13
D,D,D,D,D,1010,0355,0012,0012,,1W3,CIVUS,0.13, B/,2293,, 418,,O05,#WK,SSGF01,,SSG/TSN4-20F,562,,,1,,,,,50700055,,JNJ,SSGF01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,  C  FG   KL                                     xyz12,50A02DF650A031CB 16 57
D,D,D,D,D,1010,0356,0025,0025,,960,CIVUS,0.13, B/,1916,, 847,,M35,GLD,SSGF01,,RSG-TP-6F-GR,49,,,1,M35,,,,5070009B,,JNJ,SSGF01,,YSK/TSN25-63F-GR,530,,,1,M35,,,,50700001,,                               fghij     p rs u w,50A0296550A031CB  5 57
D,D,D,D,D,1010,0357,0003,0003,,624,CIVUS,0.35, L/,2492,, 757,,O03,BFP,TSN-F03,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,J95,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,5660019A,,  C  FG   KL                                     xyz12,50A031CD50A02D66 12 19
D,D,D,D,D,1010,0358,0003,0003,,5F3,CIVUS,0.35, L/,2436,,1181,,O03,BFP,TSN-F03,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,J95,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,56600195,,                               fghij     p rs u w,50A031CD50A02D2E 12 19
D,D,D,D,D,1010,0359,0005,0005,,445,CIVUS,0.35, L/,1809,,  39,,O09,%BF,SSGF,,YSK-JC-22F-B,418,,,1,,,,,56600090,,UM0,TSN-F03,,YSK/TSN25-63F-GR,530,,,1,,,,,50700001,,     FG             U,50A0314950A031CE 22  8
